event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
KEN14805,"26 June 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)","Kenya Kwanza Alliance; UDA: United Democratic Alliance",Protesters,"Protesters only",,404,"Eastern Africa",Kenya,"Uasin Gishu",Moiben,Kimumu,Eldoret,0.5167,35.2833,1,"Star (Kenya)",National,"On 26 June 2024, supporters of President William Ruto marched in Eldoret town (Moiben, Uasin Gishu) against the ongoing government's proposed tax measures in the finance bill 2024. The group demanded an end to the protests.",0,"crowd size=no report",1719876470
KEN14917,"26 June 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Kenya)",,Rioters,"Rioters only",,404,"Eastern Africa",Kenya,Bungoma,Sirisia,Malakisi,Sirisia,0.7553,34.5037,2,"Star (Kenya)",National,"On 26 June 2024, residents, mainly youth, invaded the home Sirisia member of parliament, poured petrol around the compound and attempted to set it ablaze in an unspecified location within the constituency (coded to the nearest known location as Sirisia, Sirisia, Bungoma) in demonstration against the government's proposed tax measures in the finance bill 2024. A private security guard (watchman; unarmed), screamed, prompting the group to disperse.",0,"crowd size=no report",1720481994
KEN14801,"26 June 2024",2024,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Police Forces of Kenya (2022-)",,"State forces","State forces-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,Kajiado,Loitokitok,Kimana,"Ongata Rongai",-2.75,37.3833,2,"Citizen (Kenya); Daily Nation (Kenya)",National,"On 26 June 2024, suspected police abducted the president of the Kenya School of Law (KSL) Student Council, blindfolded, cuffed, and bundled him into a nearby car before driving off in Rongai (location coded as Ongata Rongai, Loitokitok, Kajiado). It is unclear whether the abduction is linked to the crackdown on the influencers of the ongoing protests against the government's proposed tax measures in the finance bill 2024. The victim was tortured and dumped near the Maragua river in Muranga County on 29 June.",0,,1721081235
KEN14801,"26 June 2024",2024,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Civilians (Kenya)","Students (Kenya)",Civilians,"State forces-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,Kajiado,Loitokitok,Kimana,"Ongata Rongai",-2.75,37.3833,2,"Citizen (Kenya); Daily Nation (Kenya)",National,"On 26 June 2024, suspected police abducted the president of the Kenya School of Law (KSL) Student Council, blindfolded, cuffed, and bundled him into a nearby car before driving off in Rongai (location coded as Ongata Rongai, Loitokitok, Kajiado). It is unclear whether the abduction is linked to the crackdown on the influencers of the ongoing protests against the government's proposed tax measures in the finance bill 2024. The victim was tortured and dumped near the Maragua river in Muranga County on 29 June.",0,,1721081235
KEN14802,"26 June 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Kericho,Bureti,Litein,Litein,-0.5833,35.1833,1,"Citizen (Kenya)",National,"On 26 June 2024, residents protested in Kapsinendet Litein village (location coded as Litein, Bureti, Kericho) against the sale of illicit brew. The group demanded the security officers to address the matter.",0,"crowd size=no report",1732580143
KEN14729,"25 June 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Baringo,"Baringo Central",Kabarnet,Kabarnet,0.4919,35.743,1,"NTV (Kenya)","New media","On 25 June 2024, residents, mainly youth, protested in Kabarnet (Baringo Central, Baringo) against the government's proposed tax measures in the finance bill 2024. The group demanded members of parliament to reject the proposals.",0,"crowd size=no report",1719876470
KEN14739,"25 June 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Kajiado,"Kajiado Central",Ildamat,Kajiado,-1.85,36.7833,1,"Citizen (Kenya); Daily Nation (Kenya)",National,"On 25 June 2024, residents, mainly youth, marched in Kajiado town (Kajiado Central, Kajiado) against the government's proposed tax measures in the finance bill 2024. The group demanded members of parliament to reject the proposals.",0,"crowd size=no report",1719876470
KEN14740,"25 June 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Kajiado,"Kajiado East",Kitengela,Kitengela,-1.4761,36.9614,2,"Daily Nation (Kenya)",National,"On 25 June 2024, residents, mainly youth, marched from Yukos to Kitengela town (Kajiado East, Kajiado) against the government's proposed tax measures in the finance bill 2024. The group demanded members of parliament to reject the proposals.",0,"crowd size=no report",1719876470
KEN14741,"25 June 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Kenya)",,Rioters,"State forces-Rioters",,404,"Eastern Africa",Kenya,Kakamega,Lurambi,Sheywe,Kakamega,0.2833,34.7384,1,"Citizen (Kenya); K24; Kenya Standard; Star (Kenya)",National,"On 25 June 2024, hundreds of residents, mainly youth, lit bonfires, stormed state house and pelted stones at the police in Kakamega (Lurambi, Kakamega) in demonstration against the government's proposed tax measures in the finance bill 2024. Police used live bullets to disperse the group. A woman was shot dead, while several other demonstrators sustained gunshot wounds.",1,"crowd size=hundreds",1719876470
KEN14741,"25 June 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Police Forces of Kenya (2022-)",,"State forces","State forces-Rioters",,404,"Eastern Africa",Kenya,Kakamega,Lurambi,Sheywe,Kakamega,0.2833,34.7384,1,"Citizen (Kenya); K24; Kenya Standard; Star (Kenya)",National,"On 25 June 2024, hundreds of residents, mainly youth, lit bonfires, stormed state house and pelted stones at the police in Kakamega (Lurambi, Kakamega) in demonstration against the government's proposed tax measures in the finance bill 2024. Police used live bullets to disperse the group. A woman was shot dead, while several other demonstrators sustained gunshot wounds.",1,"crowd size=hundreds",1719876470
KEN14744,"25 June 2024",2024,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Police Forces of Kenya (2022-)",,"State forces","State forces-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,Kiambu,Juja,Kalimoni,Juja,-1.1833,37.1167,1,"Citizen (Kenya)",National,"On 25 June 2024, three suspected police officers abducted a man before throwing him into a vehicle along the Kenyatta road in Juja (Juja, Kiambu). It is unclear whether the abduction is linked to the crackdown on influencers of the ongoing wave of protests against the government's proposed tax measures in the finance bill 2024. The victim is yet to be found.",0,,1719876470
KEN14744,"25 June 2024",2024,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Civilians (Kenya)",,Civilians,"State forces-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,Kiambu,Juja,Kalimoni,Juja,-1.1833,37.1167,1,"Citizen (Kenya)",National,"On 25 June 2024, three suspected police officers abducted a man before throwing him into a vehicle along the Kenyatta road in Juja (Juja, Kiambu). It is unclear whether the abduction is linked to the crackdown on influencers of the ongoing wave of protests against the government's proposed tax measures in the finance bill 2024. The victim is yet to be found.",0,,1719876470
KEN14745,"25 June 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Kiambu,"Kiambu Town",Riabai,Kiambu,-1.1667,36.8333,1,"Kenya Broadcasting Corporation",National,"On 25 June 2024, residents, mainly youth, marched in Kiambu town (Kiambu Town, Kiambu) against the government's proposed tax measures in the finance bill 2024. The group demanded members of parliament to reject the proposals.",0,"crowd size=no report",1719876470
KEN14747,"25 June 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Kiambu,Ruiru,Gatongora,Ruiru,-1.15,36.9667,2,"Citizen (Kenya); K24",National,"On 25 June 2024, residents, mainly youth, blocked (using unspecified means) the Thika Superhighway at an unspecified location (location coded to one of the nearby towns along the highway as Ruiru, Ruiru, Kiambu) against the government's proposed tax measures in the finance bill 2024. The group demanded members of parliament to reject the proposals.",0,"crowd size=no report",1719876470
KEN14748,"25 June 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Kenya)",,Rioters,"Rioters only",,404,"Eastern Africa",Kenya,Kiambu,"Thika Town","Thika Township",Thika,-1.05,37.0833,1,"People Daily",National,"On 25 June 2024, residents, mainly youth, pelted stones before invading and looting goods worth hundreds of thousands from a supermarket and also invaded a government affordable housing project site by demolishing the perimeter wall, before vandalizing and looting construction equipment worth millions in Thika town (Thika Town, Kiambu) in demonstration against the government's proposed tax measures in the finance bill 2024. The group demanded members of parliament to reject the proposals.",0,"crowd size=no report",1719876470
KEN14751,"25 June 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)","Teachers (Kenya)",Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Kirinyaga,"Kirinyaga South",Nyangati,Kutus,-0.5753,37.3269,1,"Daily Nation (Kenya); Kenya Standard",National,"On 25 June 2024, residents, mainly youth joined by Junior Secondary School (JSS) teachers, gathered at the county assembly offices in Kutus town (Kirinyaga South, Kirinyaga) against the government's proposed tax measures in the finance bill 2024. The group demanded members of parliament to reject the proposals.",0,"crowd size=no report",1719876470
KEN14752,"25 June 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Kirinyaga,"Kirinyaga West",Kariti,Sagana,-0.6655,37.2104,1,"Kenya Standard",National,"On 25 June 2024, residents, mainly youth, blocked the Nairobi-Nyeri highway using unspecified means at Sagana town (Kirinyaga West, Kirinyaga) against the government's proposed tax measures in the finance bill 2024. The group demanded members of parliament to reject the proposals.",0,"crowd size=no report",1719876470
KEN14754,"25 June 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Kenya)",,Rioters,"State forces-Rioters",,404,"Eastern Africa",Kenya,Kisumu,"Kisumu Central",Railways,Kisumu,-0.1,34.75,1,"Capital FM; Citizen (Kenya); Daily Nation (Kenya); Kenya Standard; Star (Kenya)",National,"On 25 June 2024, hundreds to thousands of residents lit bonfires, with some attempting to raid a supermarket, and stormed the central police station in Kisumu (Kisumu Central, Kisumu) in demonstration against the government's proposed tax measures in the finance bill 2024. Police lobbed teargas canisters to disperse the group. At least 20 people sustained injuries during the incident.",0,"crowd size=hundreds to thousands",1719876470
KEN14754,"25 June 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Police Forces of Kenya (2022-)",,"State forces","State forces-Rioters",,404,"Eastern Africa",Kenya,Kisumu,"Kisumu Central",Railways,Kisumu,-0.1,34.75,1,"Capital FM; Citizen (Kenya); Daily Nation (Kenya); Kenya Standard; Star (Kenya)",National,"On 25 June 2024, hundreds to thousands of residents lit bonfires, with some attempting to raid a supermarket, and stormed the central police station in Kisumu (Kisumu Central, Kisumu) in demonstration against the government's proposed tax measures in the finance bill 2024. Police lobbed teargas canisters to disperse the group. At least 20 people sustained injuries during the incident.",0,"crowd size=hundreds to thousands",1719876470
KEN14755,"25 June 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Kwale,Msambweni,Ukunda,Ukunda,-4.2875,39.5661,1,"NTV (Kenya)","New media","On 25 June 2024, residents, mainly youth, marched along the Likoni- Lungalunga highway to the member of parliament's office in Ukunda (Msambweni, Kwale) against the government's proposed tax measures in the finance bill 2024. The group demanded member of parliament to reject the proposals.",0,"crowd size=no report",1719876470
KEN14756,"25 June 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Kenya)",,Rioters,"Rioters only",,404,"Eastern Africa",Kenya,Laikipia,"Laikipia North",Segera,Laikipia,0.4167,36.75,1,"Star (Kenya)",National,"On 25 June 2024, residents, mainly youth, set ablaze a supermarket belonging to a member of parliament in Laikipia (Laikipia North, Laikipia) in demonstration against the government's proposed tax measures in the finance bill 2024. The group demanded members of parliament to reject the proposals.",0,"crowd size=no report",1719876470
KEN14758,"25 June 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Laikipia,"Laikipia West",Igwamiti,Nyahururu,0.0333,36.3667,1,"Kenya Broadcasting Corporation; Kenya Standard",National,"On 25 June 2024, residents, mainly youth, protested in Nyahururu town (Laikipia West, Laikipia) against the government's proposed tax measures in the finance bill 2024. The group demanded members of parliament to reject the proposals.",0,"crowd size=no report",1719876470
KEN14761,"25 June 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Machakos,"Athi River",Syokimau-Mulolongo,Syokimau,-1.3654,36.9326,1,"Star (Kenya)",National,"On 25 June 2024, residents, mainly youth, blocked (using unspecified means) the Nairobi - Mombasa highway at Syokimau footbridge (Athi River, Machakos) against the government's proposed tax measures in the finance bill 2024. The group demanded members of parliament to reject the proposals.",0,"crowd size=no report",1719876470
KEN14763,"25 June 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Kenya)",,Rioters,"Rioters only",,404,"Eastern Africa",Kenya,Makueni,Makueni,Wote,Wote,-1.7808,37.6288,1,"Citizen (Kenya); KTN News (Kenya)",National,"On 25 June 2024, residents, mainly youth, barricaded unspecified roads with rocks in Wote town (Makueni, Makueni) in demonstration against the government's proposed tax measures in the finance bill 2024. The group demanded members of parliament to reject the proposals.",0,"crowd size=no report",1719876470
KEN14764,"25 June 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Marsabit,Saku,"Marsabit Central",Marsabit,2.333,37.983,1,"Citizen (Kenya)",National,"On 25 June 2024, residents, mainly youth, marched in Marsabit town (Saku, Marsabit) against the government's proposed tax measures in the finance bill 2024. The group demanded members of parliament to reject the proposals.",0,"crowd size=no report",1719876470
KEN14766,"25 June 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Meru,"Tigania East",Mikinduri,Mikinduri,0.1231,37.8358,1,"Daily Nation (Kenya)",National,"On 25 June 2024, residents, mainly youth, protested in Mikinduri (Tigania East, Meru) against the government's proposed tax measures in the finance bill 2024. The group demanded members of parliament to reject the proposals.",0,"crowd size=no report",1719876470
KEN14768,"25 June 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Kenya)",,Rioters,"Rioters only",,404,"Eastern Africa",Kenya,Meru,"Tigania West",Kianjai,Tigania,0.1667,37.75,2,"Daily Nation (Kenya)",National,"On 25 June 2024, residents, mainly youth, barricaded the Meru-Maua highway with burning tires in Kianjai near Tigania (Tigania West, Meru) in demonstration against the government's proposed tax measures in the finance bill 2024. The group demanded members of parliament to reject the proposals.",0,"crowd size=no report",1719876470
KEN14769,"25 June 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Kenya)",,Rioters,"State forces-Rioters",,404,"Eastern Africa",Kenya,Migori,"Suna West",Ragana-oruba,Migori,-1.0667,34.4667,1,"Kenya Standard; Star (Kenya)",National,"On 25 June 2024, residents, mainly youth from Awendo, Suna West, Suna East, Nyatike, Kuria East and Kuria West, barricaded the Migori-Isebania highway with stones and bonfires in Migori town (Suna West, Migori) in demonstration against the government's proposed tax measures in the finance bill 2024. Police fired live bullets to disperse the group. One person sustained gunshot wounds during the incident.",0,"crowd size=no report",1719876470
KEN14769,"25 June 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Police Forces of Kenya (2022-)",,"State forces","State forces-Rioters",,404,"Eastern Africa",Kenya,Migori,"Suna West",Ragana-oruba,Migori,-1.0667,34.4667,1,"Kenya Standard; Star (Kenya)",National,"On 25 June 2024, residents, mainly youth from Awendo, Suna West, Suna East, Nyatike, Kuria East and Kuria West, barricaded the Migori-Isebania highway with stones and bonfires in Migori town (Suna West, Migori) in demonstration against the government's proposed tax measures in the finance bill 2024. Police fired live bullets to disperse the group. One person sustained gunshot wounds during the incident.",0,"crowd size=no report",1719876470
KEN14773,"25 June 2024",2024,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Police Forces of Kenya (2022-)",,"State forces","State forces-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,Nairobi,Starehe,"Nairobi Central",Nairobi,-1.283,36.817,3,"Citizen (Kenya); Star (Kenya); TUKO",National,"On 25 June 2024, suspected police abducted a social media commentator (described as a government critic) and political analyst attached to the office of the minority leader in parliament (ODM, Azimio) alongside nine other social media influencers at different locations (location coded to the country headquarters as Nairobi, Starehe, Nairobi). It is unclear whether the abduction is linked to the government crackdown on the influencers of the ongoing wave of protests against the government's proposed tax measures in the finance bill 2024. The victims were held incommunicado and later released on 26 June.",0,,1719876470
KEN14773,"25 June 2024",2024,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Civilians (Kenya)","Azimio la Umoja One Kenya Coalition Party; Labor Group (Kenya); ODM: Orange Democratic Movement",Civilians,"State forces-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,Nairobi,Starehe,"Nairobi Central",Nairobi,-1.283,36.817,3,"Citizen (Kenya); Star (Kenya); TUKO",National,"On 25 June 2024, suspected police abducted a social media commentator (described as a government critic) and political analyst attached to the office of the minority leader in parliament (ODM, Azimio) alongside nine other social media influencers at different locations (location coded to the country headquarters as Nairobi, Starehe, Nairobi). It is unclear whether the abduction is linked to the government crackdown on the influencers of the ongoing wave of protests against the government's proposed tax measures in the finance bill 2024. The victims were held incommunicado and later released on 26 June.",0,,1719876470
KEN14774,"25 June 2024",2024,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Police Forces of Kenya (2022-)",,"State forces","State forces-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,Nairobi,Starehe,"Nairobi Central",Nairobi,-1.283,36.817,1,"Kenyans.co; Star (Kenya)",National,"On 25 June 2024, suspected police abducted and held a personal assistant to Bumula Member of Parliament (DAP, Azimio) incommunicado in the Nairobi city center (Starehe, Nairobi). It is unclear whether the abduction is linked to the move by the MP to oppose the government's proposed tax measures in the finance bill 2024. The victim was released after two days.",0,,1719876470
KEN14774,"25 June 2024",2024,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Civilians (Kenya)","Azimio la Umoja One Kenya Coalition Party; DAP-K: Democratic Action Party of Kenya; Labor Group (Kenya)",Civilians,"State forces-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,Nairobi,Starehe,"Nairobi Central",Nairobi,-1.283,36.817,1,"Kenyans.co; Star (Kenya)",National,"On 25 June 2024, suspected police abducted and held a personal assistant to Bumula Member of Parliament (DAP, Azimio) incommunicado in the Nairobi city center (Starehe, Nairobi). It is unclear whether the abduction is linked to the move by the MP to oppose the government's proposed tax measures in the finance bill 2024. The victim was released after two days.",0,,1719876470
KEN14778,"25 June 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Kenya)",,Rioters,"State forces-Rioters",,404,"Eastern Africa",Kenya,Nairobi,Roysambu,,"Nairobi - Roysambu",-1.2067,36.8888,1,"BBC News; Citizen (Kenya); Daily Nation (Kenya); K24; Kenya Standard",National-International,"On 25 June 2024, about six thousand residents, mainly youth, demonstrated for hours in Githurai neighborhood of Nairobi - Roysambu (Roysambu, Nairobi) against the government's proposed tax measures in the finance bill 2024 and against the suspected grabbing of a football field. Demonstrators pelted police with stones, barricaded the road with an electricity pole, cut off a police Land Cruiser from the convoy before setting it ablaze, and vandalized two other police pick-up trucks, with some attempting to overrun Githurai Mwiki police station. Police (with one source mentioning residents were unsure if it was riot police or military) used batons, teargas canisters, and live bullets to disperse the group. At least three people were killed (the opposition claimed 157 were killed), and more than 15 (other sources mention 18) demonstrators (including a 16-year-old girl) and 20 police officers sustained injuries during the incident.",3,"crowd size=about six thousand",1719876470
KEN14778,"25 June 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Police Forces of Kenya (2022-)",,"State forces","State forces-Rioters",,404,"Eastern Africa",Kenya,Nairobi,Roysambu,,"Nairobi - Roysambu",-1.2067,36.8888,1,"BBC News; Citizen (Kenya); Daily Nation (Kenya); K24; Kenya Standard",National-International,"On 25 June 2024, about six thousand residents, mainly youth, demonstrated for hours in Githurai neighborhood of Nairobi - Roysambu (Roysambu, Nairobi) against the government's proposed tax measures in the finance bill 2024 and against the suspected grabbing of a football field. Demonstrators pelted police with stones, barricaded the road with an electricity pole, cut off a police Land Cruiser from the convoy before setting it ablaze, and vandalized two other police pick-up trucks, with some attempting to overrun Githurai Mwiki police station. Police (with one source mentioning residents were unsure if it was riot police or military) used batons, teargas canisters, and live bullets to disperse the group. At least three people were killed (the opposition claimed 157 were killed), and more than 15 (other sources mention 18) demonstrators (including a 16-year-old girl) and 20 police officers sustained injuries during the incident.",3,"crowd size=about six thousand",1719876470
KEN14779,"25 June 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Kenya)",,Rioters,"State forces-Rioters",,404,"Eastern Africa",Kenya,Nakuru,Molo,Molo,Molo,-0.248,35.737,1,"Daily Nation (Kenya); Kenyans.co; NTV (Kenya); Star (Kenya)","New media-National","On 25 June 2024, hundreds of residents, mainly youth, pelted stones at the police, pulled down the perimeter wall, raided the home of the area member of parliament, looted and vandalized property including cars, before setting the house ablaze in Molo (Molo, Nakuru) in demonstration against the government's proposed tax measures in the finance bill 2024. Police lobbed teargas canisters to disperse the group.",0,"crowd size=hundreds",1719876470
KEN14779,"25 June 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Police Forces of Kenya (2022-)",,"State forces","State forces-Rioters",,404,"Eastern Africa",Kenya,Nakuru,Molo,Molo,Molo,-0.248,35.737,1,"Daily Nation (Kenya); Kenyans.co; NTV (Kenya); Star (Kenya)","New media-National","On 25 June 2024, hundreds of residents, mainly youth, pelted stones at the police, pulled down the perimeter wall, raided the home of the area member of parliament, looted and vandalized property including cars, before setting the house ablaze in Molo (Molo, Nakuru) in demonstration against the government's proposed tax measures in the finance bill 2024. Police lobbed teargas canisters to disperse the group.",0,"crowd size=hundreds",1719876470
KEN14780,"25 June 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Kenya)",,Rioters,"State forces-Rioters",,404,"Eastern Africa",Kenya,Nakuru,Naivasha,"Lake View",Naivasha,-0.7202,36.4285,1,"Citizen (Kenya); Kenya Standard; Star (Kenya)",National,"On 25 June 2024, residents, mainly youth, lit bonfires and burnt down a hotel building housing the office of the area member of parliament in Naivasha town (Naivasha, Nakuru) in demonstration against the government's proposed tax measures in the finance bill 2024. Police dispersed the group by arresting 123 people, including 15 minors and 19 women. Property worth over 70 million shillings was destroyed during the incident.",0,"crowd size=no report",1719876470
KEN14780,"25 June 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Police Forces of Kenya (2022-)",,"State forces","State forces-Rioters",,404,"Eastern Africa",Kenya,Nakuru,Naivasha,"Lake View",Naivasha,-0.7202,36.4285,1,"Citizen (Kenya); Kenya Standard; Star (Kenya)",National,"On 25 June 2024, residents, mainly youth, lit bonfires and burnt down a hotel building housing the office of the area member of parliament in Naivasha town (Naivasha, Nakuru) in demonstration against the government's proposed tax measures in the finance bill 2024. Police dispersed the group by arresting 123 people, including 15 minors and 19 women. Property worth over 70 million shillings was destroyed during the incident.",0,"crowd size=no report",1719876470
KEN14782,"25 June 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Nandi,Chesumei,Chemundu,Kapsabet,0.2039,35.105,1,"Kenya Standard",National,"On 25 June 2024, residents, mainly youth, protested in Kapsabet town (Chesumei, Nandi) against the government's proposed tax measures in the finance bill 2024. The group demanded members of parliament to reject the proposals.",0,"crowd size=no report",1719876470
KEN14783,"25 June 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Narok,"Narok North","Narok Town",Narok,-1.0783,35.8601,1,"Citizen (Kenya); Kenya Broadcasting Corporation",National,"On 25 June 2024, residents, mainly youth, protested in Narok town (Narok North, Narok) against the government's proposed tax measures in the finance bill 2024. The group demanded members of parliament to reject the proposals.",0,"crowd size=no report",1719876470
KEN14784,"25 June 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Nyamira,Nyamira,Bogichora,Nyamira,-0.5666,34.9167,1,"Daily Nation (Kenya)",National,"On 25 June 2024, hundreds of residents, mainly youth, protested in Nyamira (Nyamira, Nyamira) against the government's proposed tax measures in the finance bill 2024. The group demanded members of parliament to reject the proposals.",0,"crowd size=hundreds",1719876470
KEN14785,"25 June 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Nyandarua,Kinangop,Njabani,Njabini,-0.7244,36.6525,1,"Daily Nation (Kenya)",National,"On 25 June 2024, residents, mainly youth, protested in Njabini (Kinangop, Nyandarua) against the government's proposed tax measures in the finance bill 2024. The group demanded members of parliament to reject the proposals.",0,"crowd size=no report",1719876470
KEN14786,"25 June 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Nyandarua,Olkalou,Kaimbaga,"Ol Kalou",-0.2709,36.3792,1,"Daily Nation (Kenya)",National,"On 25 June 2024, residents, mainly youth, protested in Ol Kalou (Olkalou, Nyandarua) against the government's proposed tax measures in the finance bill 2024. The group demanded members of parliament to reject the proposals.",0,"crowd size=no report",1719876470
KEN14787,"25 June 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Nyandarua,Kinangop,Magumu,"Soko Mjinga",-0.889,36.5892,2,"Daily Nation (Kenya)",National,"On 25 June 2024, residents, mainly youth, protested Magumu near Soko Mjinga (Kinangop, Nyandarua) against the government's proposed tax measures in the finance bill 2024. The group demanded members of parliament to reject the proposals.",0,"crowd size=no report",1719876470
KEN14789,"25 June 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Kenya)",,Rioters,"Rioters only",,404,"Eastern Africa",Kenya,Nyeri,"Kieni East",Naromoru,"Naro Moru",-0.17,37.02,1,"Star (Kenya)",National,"On 25 June 2024, residents, mainly youth, set ablaze a supermarket belonging to a member of parliament in Naro Moru (Kieni East, Nyeri) in demonstration against the government's proposed tax measures in the finance bill 2024. The group demanded members of parliament to reject the proposals.",0,"crowd size=no report",1719876470
KEN14791,"25 June 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Samburu,"Samburu Central",Maralal,Maralal,1.0968,36.698,3,"Daily Nation (Kenya)",National,"On 25 June 2024, residents, mainly youth, protested in an undisclosed location within Samburu county (location coded to the county headquarters as Maralal, Samburu Central, Samburu) against the government's proposed tax measures in the finance bill 2024. The group demanded members of parliament to reject the proposals.",0,"crowd size=no report",1719876470
KEN14794,"25 June 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,"Taita Taveta",Voi,Mbololo,Voi,-3.3961,38.5561,1,"Daily Nation (Kenya)",National,"On 25 June 2024, residents protested in Voi (Voi, Taita Taveta) against the government's proposed tax measures in the finance bill 2024. The group demanded members of parliament to reject the proposals.",0,"crowd size=no report",1719876470
